case_number,court_division,court_location,disposition,disposition_date,disposition_found,duration,execution,file_date,hasAttyD,hasAttyP,inhad,inhap,initiating_action,isEntityD,isEntityP,judgment,judgment_for,judgment_for_pdu,judgment_total,latest_docket_date,property_address_city,property_address_state,property_address_zip,reason
21H77SP002599,northeast,Northeast Housing Court,Pending,,,,,8/23/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,8/30/2021,Chelmsford,MA,01824,non-payment
21H77SP002600,northeast,Northeast Housing Court,Pending,,,,,8/23/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,8/30/2021,Methuen,MA,01844,non-payment
21H77SP002601,northeast,Northeast Housing Court,Pending,,,,,8/23/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,8/30/2021,North Andover,MA,01845,non-payment
21H77SP002602,northeast,Northeast Housing Court,Pending,,,,,8/23/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,8/31/2021,Lowell,MA,01852,no cause
21H77SP002603,northeast,Northeast Housing Court - Salem,Pending,,,,,8/23/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,8/24/2021,Lynn,MA,01901,non-payment
21H77SP002604,northeast,Northeast Housing Court,Pending,,,,,8/23/2021,0,1,0,1,Efiled SP Summons and Complaint - Non-payment of Rent,0,0,,,,,8/30/2021,Lowell,MA,01852,non-payment
21H77SP002605,northeast,Northeast Housing Court - Salem,Pending,,,,,8/23/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,8/24/2021,Lynn,MA,01901,non-payment
21H77SP002606,northeast,Northeast Housing Court - Salem,Pending,,,,,8/23/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,8/30/2021,Lynn,MA,01905,non-payment
21H77SP002607,northeast,Northeast Housing Court,Pending,,,,,8/23/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,8/31/2021,Lowell,MA,01852,no cause
21H77SP002608,northeast,Northeast Housing Court,Pending,,,,,8/23/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,8/30/2021,Lowell,MA,01851,non-payment
21H77SP002609,northeast,Northeast Housing Court,Pending,,,,,8/23/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,8/30/2021,Lowell,MA,01851,non-payment
21H77SP002610,northeast,Northeast Housing Court,Pending,,,,,8/23/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,8/30/2021,Andover,MA,01810,non-payment
21H77SP002611,northeast,Northeast Housing Court,Pending,,,,,8/23/2021,0,1,0,1,SP Transfer- No Cause,0,0,,,,,8/30/2021,Georgetown,MA,01833,no cause
21H77SP002612,northeast,Northeast Housing Court,Pending,,,,,8/23/2021,0,1,0,1,Efiled SP Summons and Complaint - Cause,0,0,,,,,8/31/2021,Andover,MA,01810,cause
21H77SP002613,northeast,Northeast Housing Court - Salem,Pending,,,,,8/23/2021,0,1,0,1,SP Transfer- No Cause,0,0,,,,,9/1/2021,Swampscott,MA,01907,no cause
21H77SP002614,northeast,Northeast Housing Court - Salem,Pending,,,,,8/23/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,8/24/2021,Lynn,MA,01902,non-payment
21H77SP002615,northeast,Northeast Housing Court,Pending,,,,,8/23/2021,0,1,0,1,Efiled SP Summons and Complaint - Cause,0,0,,,,,8/31/2021,Lowell,MA,01852,cause
21H77SP002616,northeast,Northeast Housing Court,Pending,,,,,8/23/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,8/30/2021,Lawrence,MA,01843,non-payment
21H77SP002617,northeast,Northeast Housing Court - Salem,Pending,,,,,8/23/2021,0,1,1,0,Efiled SP Summons and Complaint - No Cause,0,1,,,,,8/26/2021,Reading,MA,01867,no cause
21H77SP002618,northeast,Northeast Housing Court - Salem,Pending,,,,,8/23/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,8/26/2021,Beverly,MA,01915,no cause
21H77SP002619,northeast,Northeast Housing Court,Pending,,,,,8/23/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,8/30/2021,Lawrence,MA,01841,no cause
21H77SP002620,northeast,Northeast Housing Court,Pending,,,,,8/23/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,8/30/2021,Chelmsford,MA,01824,non-payment
21H77SP002621,northeast,Northeast Housing Court - Salem,Pending,,,,,8/23/2021,0,1,0,1,Efiled SP Summons and Complaint - Non-payment of Rent,0,0,,,,,8/26/2021,Malden,MA,02148,non-payment
21H77SP002622,northeast,Northeast Housing Court,Pending,,,,,8/23/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,8/31/2021,Lawrence,MA,01843,non-payment
21H77SP002623,northeast,Northeast Housing Court,R 41(a)(1) Voluntary Dismissal on 08/31/2021,8/31/2021,Dismissed,8,,8/23/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,plaintiff,,8/31/2021,Lawrence,MA,01841,non-payment
21H77SP002624,northeast,Northeast Housing Court,Pending,,,,,8/24/2021,0,1,0,1,Efiled SP Summons and Complaint - Non-payment of Rent,0,0,,,,,9/1/2021,Westford,MA,01886,non-payment
21H77SP002625,northeast,Northeast Housing Court,Pending,,,,,8/24/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,9/1/2021,Lowell,MA,01854,no cause
21H77SP002626,northeast,Northeast Housing Court - Salem,Pending,,,,,8/24/2021,0,0,0,0,SP Transfer - Non-payment of Rent,0,0,,,,,9/3/2021,Everett,MA,02149,non-payment
21H77SP002627,northeast,Northeast Housing Court,Pending,,,,,8/24/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/1/2021,Pepperell,MA,01463,non-payment
21H77SP002628,northeast,Northeast Housing Court - Salem,Pending,,,,,8/24/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,9/3/2021,Watertown,MA,02472,no cause
21H77SP002629,northeast,Northeast Housing Court,Pending,,,,,8/25/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,8/31/2021,Pepperell,MA,01463,non-payment
21H77SP002630,northeast,Northeast Housing Court - Salem,Pending,,,,,8/25/2021,0,0,0,0,SP Summons and Complaint - Non-payment of Rent,0,0,,,,,8/26/2021,Saugus,MA,01906,non-payment
21H77SP002631,northeast,Northeast Housing Court - Salem,Pending,,,,,8/25/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,8/27/2021,Lynn,MA,01902,non-payment
21H77SP002632,northeast,Northeast Housing Court - Salem,Pending,,,,,8/25/2021,0,0,0,0,SP Summons and Complaint - Non-payment of Rent,0,0,,,,,9/1/2021,Lynn,MA,01905,non-payment
21H77SP002633,northeast,Northeast Housing Court - Salem,Pending,,,,,8/25/2021,0,1,0,1,SP Transfer- No Cause,0,0,,,,,9/2/2021,Malden,MA,02148,no cause
21H77SP002634,northeast,,Pending,,,,,8/26/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,8/26/2021,,,,cause
21H77SP002635,northeast,,Pending,,,,,8/26/2021,1,1,1,1,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,8/26/2021,,,,non-payment
21H77SP002636,northeast,Northeast Housing Court,Pending,,,,,8/26/2021,0,0,0,0,SP Summons and Complaint - Non-payment of Rent,0,0,,,,,8/31/2021,Lowell,MA,01854,non-payment
21H77SP002637,northeast,Northeast Housing Court - Salem,Pending,,,,,8/26/2021,0,1,0,1,Efiled SP Summons and Complaint - Non-payment of Rent,0,0,,,,,8/31/2021,Stoneham,MA,02180,non-payment
21H77SP002638,northeast,Northeast Housing Court - Salem,Pending,,,,,8/26/2021,0,1,0,1,SP Transfer- No Cause,0,0,,,,,9/2/2021,Lynn,MA,01902,no cause
21H77SP002639,northeast,Northeast Housing Court,Pending,,,,,8/26/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,8/30/2021,North Andover,MA,01845,no cause
21H77SP002640,northeast,Northeast Housing Court - Salem,Pending,,,,,8/26/2021,0,1,0,1,SP Transfer - Non-payment of Rent,0,0,,,,,9/2/2021,Lynn,MA,01902,non-payment
21H77SP002641,northeast,Northeast Housing Court,Pending,,,,,8/26/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,8/30/2021,Methuen,MA,01844,non-payment
21H77SP002642,northeast,,Pending,,,,,8/27/2021,0,1,0,1,Efiled SP Summons and Complaint - Cause,0,0,,,,,8/27/2021,,,,cause
21H77SP002643,northeast,Northeast Housing Court,Pending,,,,,8/27/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,8/31/2021,Chelmsford,MA,01824,non-payment
21H77SP002644,northeast,,Pending,,,,,8/27/2021,0,0,0,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,8/31/2021,,,,non-payment
21H77SP002645,northeast,,Pending,,,,,8/27/2021,0,0,0,0,SP Summons and Complaint - Non-payment of Rent,0,0,,,,,8/27/2021,Lawrence,MA,01841,non-payment
21H77SP002648,northeast,,Pending,,,,,8/27/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,8/30/2021,,,,non-payment
21H77SP002649,northeast,,Pending,,,,,8/27/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,8/30/2021,,,,non-payment
21H77SP002650,northeast,,Pending,,,,,8/27/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,8/30/2021,,,,non-payment
21H77SP002651,northeast,,Pending,,,,,8/23/2021,0,1,0,1,Efiled SP Summons and Complaint - Non-payment of Rent,0,0,,,,,8/30/2021,,,,non-payment
21H77SP002652,northeast,,Pending,,,,,8/27/2021,0,1,0,1,Efiled SP Summons and Complaint - Cause,0,0,,,,,8/31/2021,Lawrence,MA,01841,cause
21H77SP002664,northeast,,Pending,,,,,8/27/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,8/30/2021,Lowell,MA,01854,non-payment
21H77SP002646,northeast,Northeast Housing Court - Salem,Pending,,,,,8/30/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/7/2021,Beverly,MA,01915,non-payment
21H77SP002647,northeast,Northeast Housing Court - Salem,Pending,,,,,8/30/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/7/2021,Beverly,MA,01915,non-payment
21H77SP002653,northeast,Northeast Housing Court,Pending,,,,,8/30/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/8/2021,Lawrence,MA,01841,non-payment
21H77SP002654,northeast,Northeast Housing Court - Salem,Pending,,,,,8/30/2021,0,1,1,0,Efiled SP Summons and Complaint - No Cause,0,1,,,,,9/7/2021,Everett,MA,02149,no cause
21H77SP002655,northeast,Northeast Housing Court,Pending,,,,,8/30/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,9/8/2021,Tyngsboro,MA,01879,cause
21H77SP002656,northeast,Northeast Housing Court,Pending,,,,,8/30/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/8/2021,Lowell,MA,01854,non-payment
21H77SP002657,northeast,Northeast Housing Court,Pending,,,,,8/30/2021,0,0,0,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,0,,,,,9/8/2021,Lawrence,MA,01841,non-payment
21H77SP002658,northeast,Northeast Housing Court,Pending,,,,,8/30/2021,0,1,0,1,Efiled SP Summons and Complaint - Non-payment of Rent,0,0,,,,,9/8/2021,Haverhill,MA,01830,non-payment
21H77SP002659,northeast,Northeast Housing Court,Pending,,,,,8/30/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/8/2021,Haverhill,MA,01830,non-payment
21H77SP002660,northeast,Northeast Housing Court - Salem,Pending,,,,,8/30/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,9/7/2021,Beverly,MA,01915,cause
21H77SP002661,northeast,Northeast Housing Court,Pending,,,,,8/30/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/8/2021,Haverhill,MA,01830,non-payment
21H77SP002662,northeast,Northeast Housing Court - Salem,Pending,,,,,8/30/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/7/2021,Lynn,MA,01902,non-payment
21H77SP002663,northeast,Northeast Housing Court,Pending,,,,,8/30/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/8/2021,Lowell,MA,01852,non-payment
21H77SP002665,northeast,,Pending,,,,,8/30/2021,0,1,0,1,SP Transfer - Non-payment of Rent,0,0,,,,,9/9/2021,,,,non-payment
21H77SP002666,northeast,Northeast Housing Court,Pending,,,,,8/30/2021,0,1,0,1,Efiled SP Summons and Complaint - Non-payment of Rent,0,0,,,,,9/8/2021,Lowell,MA,01854,non-payment
21H77SP002667,northeast,Northeast Housing Court,Pending,,,,,8/30/2021,0,1,1,0,Efiled SP Summons and Complaint - No Cause,0,1,,,,,9/8/2021,Billerica,MA,01821,no cause
21H77SP002668,northeast,Northeast Housing Court - Salem,Pending,,,,,8/30/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/9/2021,Concord,MA,01742,non-payment
21H77SP002669,northeast,Northeast Housing Court - Salem,Pending,,,,,8/30/2021,0,1,0,1,Efiled SP Summons and Complaint - Non-payment of Rent,0,0,,,,,9/9/2021,Woburn,MA,01801,non-payment
21H77SP002670,northeast,Northeast Housing Court,Pending,,,,,8/30/2021,0,1,1,0,Efiled SP Summons and Complaint - No Cause,0,1,,,,,9/8/2021,Billerica,MA,01821,no cause
21H77SP002671,northeast,Northeast Housing Court - Salem,Pending,,,,,8/31/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,9/2/2021,Peabody,MA,01960,no cause
21H77SP002672,northeast,Northeast Housing Court,Pending,,,,,8/30/2021,0,1,0,1,Efiled SP Summons and Complaint - Cause,0,0,,,,,9/8/2021,Billerica,MA,01821,cause
21H77SP002673,northeast,Northeast Housing Court,Pending,,,,,8/31/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/8/2021,Haverhill,MA,01835,non-payment
21H77SP002674,northeast,Northeast Housing Court,Pending,,,,,8/31/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/9/2021,Haverhill,MA,01835,non-payment
21H77SP002675,northeast,Northeast Housing Court - Salem,Pending,,,,,8/31/2021,0,1,0,1,Efiled SP Summons and Complaint - Cause,0,0,,,,,9/10/2021,Danvers,MA,01923,cause
21H77SP002676,northeast,Northeast Housing Court,Pending,,,,,9/1/2021,0,0,0,0,SP Summons and Complaint - Non-payment of Rent,0,0,,,,,9/9/2021,Lawrence,MA,01843,non-payment
21H77SP002677,northeast,Northeast Housing Court,Pending,,,,,9/1/2021,0,0,0,0,SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/9/2021,Lawrence,MA,01841,non-payment
21H77SP002678,northeast,Northeast Housing Court - Salem,Pending,,,,,9/1/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,9/2/2021,Lynn,MA,01902-,cause
21H77SP002679,northeast,Northeast Housing Court - Salem,Pending,,,,,9/1/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,9/2/2021,Salem,MA,01970,cause
21H77SP002680,northeast,,Pending,,,,,9/1/2021,0,0,0,0,SP Summons and Complaint - Non-payment of Rent,0,0,,,,,9/1/2021,Lowell,MA,01854,non-payment
21H77SP002681,northeast,Northeast Housing Court - Salem,Pending,,,,,9/1/2021,0,1,1,0,SP Transfer - Non-payment of Rent,0,1,,,,,9/9/2021,Malden,MA,02148,non-payment
21H77SP002682,northeast,Northeast Housing Court,Pending,,,,,9/1/2021,0,1,1,0,SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/9/2021,Pepperell,MA,01463,non-payment
21H77SP002683,northeast,Northeast Housing Court,Pending,,,,,9/1/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,9/9/2021,Lowell,MA,01850,no cause
21H77SP002684,northeast,,Pending,,,,,9/2/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/2/2021,Lowell,MA,01854,non-payment
21H77SP002685,northeast,,Pending,,,,,9/2/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/2/2021,Lowell,MA,01854,non-payment
21H77SP002686,northeast,,Pending,,,,,9/2/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/2/2021,Lowell,MA,01854,non-payment
21H77SP002687,northeast,,Pending,,,,,9/2/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/2/2021,Lowell,MA,01854,non-payment
21H77SP002688,northeast,,Pending,,,,,9/2/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/2/2021,Lowell,MA,01851,non-payment
21H77SP002689,northeast,,Pending,,,,,9/2/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/2/2021,Lowell,MA,01854,non-payment
21H77SP002690,northeast,,Pending,,,,,9/2/2021,0,1,0,1,Efiled SP Summons and Complaint - Non-payment of Rent,0,0,,,,,9/2/2021,Lowell,MA,01852,non-payment
21H77SP002691,northeast,Northeast Housing Court,Pending,,,,,9/2/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,9/10/2021,Georgetown,MA,01833,no cause
21H77SP002692,northeast,Northeast Housing Court - Salem,Pending,,,,,9/2/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,9/9/2021,Peabody,MA,01960,cause
21H77SP002693,northeast,Northeast Housing Court,Pending,,,,,9/2/2021,0,1,0,1,SP Transfer- No Cause,0,0,,,,,9/10/2021,Ayer,MA,01432,no cause
21H77SP002694,northeast,Northeast Housing Court,Pending,,,,,9/2/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,9/10/2021,Methuen,MA,01844,no cause
21H77SP002695,northeast,Northeast Housing Court,Pending,,,,,9/3/2021,0,1,0,1,Efiled SP Summons and Complaint - Non-payment of Rent,0,0,,,,,9/10/2021,Lawrence,MA,01843,non-payment
21H77SP002696,northeast,Northeast Housing Court,Pending,,,,,9/3/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,9/10/2021,Lawrence,MA,01841,cause
21H77SP002697,northeast,Northeast Housing Court - Salem,Pending,,,,,9/3/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/9/2021,Bedford,MA,01730,non-payment
21H77SP002698,northeast,Northeast Housing Court - Salem,Pending,,,,,9/3/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/9/2021,Lynn,MA,01902,non-payment
21H77SP002699,northeast,Northeast Housing Court,Pending,,,,,9/3/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,9/10/2021,Ayer,MA,01432,no cause
21H77SP002700,northeast,Northeast Housing Court,Pending,,,,,9/3/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,9/10/2021,Ayer,MA,01432,no cause
21H77SP002701,northeast,Northeast Housing Court,Pending,,,,,9/3/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,9/10/2021,Lawrence,MA,01841,no cause
21H77SP002702,northeast,,Pending,,,,,9/3/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,9/3/2021,Andover,MA,01810,no cause
21H77SP002703,northeast,,Pending,,,,,9/3/2021,0,1,0,1,Efiled SP Summons and Complaint - Cause,0,0,,,,,9/3/2021,Lawrence,MA,01840,cause
21H77SP002704,northeast,Northeast Housing Court - Salem,Pending,,,,,9/3/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,9/9/2021,Wakefield,MA,01880,cause
21H77SP002705,northeast,,Pending,,,,,9/3/2021,0,0,0,0,SP Transfer- No Cause,0,0,,,,,9/7/2021,Townsend,MA,01469,no cause
21H77SP002706,northeast,,Pending,,,,,9/3/2021,0,1,0,1,SP Transfer- No Cause,0,0,,,,,9/3/2021,,,,no cause
21H77SP002707,northeast,,Pending,,,,,9/3/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,9/7/2021,,,,cause
21H77SP002708,northeast,,Pending,,,,,9/3/2021,0,0,0,0,SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/3/2021,Lowell,MA,01850,non-payment
21H77SP002709,northeast,,Pending,,,,,9/3/2021,0,0,0,0,SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/3/2021,Dracut,MA,01826,non-payment
21H77SP002710,northeast,,Pending,,,,,9/3/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/7/2021,,,,non-payment
21H77SP002711,northeast,,Pending,,,,,9/3/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/7/2021,,,,non-payment
21H77SP002712,northeast,,Pending,,,,,9/3/2021,0,1,0,1,Efiled SP Summons and Complaint - Non-payment of Rent,0,0,,,,,9/7/2021,,,,non-payment
21H77SP002713,northeast,,Pending,,,,,9/3/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/7/2021,,,,non-payment
21H77SP002714,northeast,,Pending,,,,,9/3/2021,0,1,0,1,Efiled SP Summons and Complaint - Non-payment of Rent,0,0,,,,,9/7/2021,Haverhill,MA,01830,non-payment
21H77SP002715,northeast,,Pending,,,,,9/7/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,9/7/2021,Lawrence,MA,01841,no cause
21H77SP002716,northeast,,Pending,,,,,9/7/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,9/7/2021,Lawrence,MA,01843,no cause
21H77SP002717,northeast,Northeast Housing Court - Salem,Pending,,,,,9/7/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,9/15/2021,Salem,MA,01970,cause
21H77SP002718,northeast,,Pending,,,,,9/7/2021,0,1,1,0,SP Transfer- No Cause,0,1,,,,,9/9/2021,Lawrence,MA,01840,no cause
21H77SP002719,northeast,,Pending,,,,,9/7/2021,0,1,1,0,SP Transfer - Non-payment of Rent,0,1,,,,,9/7/2021,,,,non-payment
21H77SP002720,northeast,Northeast Housing Court - Salem,Pending,,,,,9/7/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,9/16/2021,Malden,MA,02148,no cause
21H77SP002721,northeast,Northeast Housing Court,Pending,,,,,9/7/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,9/17/2021,Lowell,MA,01852,no cause
21H77SP002722,northeast,Northeast Housing Court - Salem,Pending,,,,,9/7/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,9/15/2021,Woburn,MA,01801,cause
21H77SP002723,northeast,Northeast Housing Court - Salem,Pending,,,,,9/7/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/17/2021,Lynn,MA,01902,non-payment
21H77SP002724,northeast,,Pending,,,,,9/7/2021,0,0,0,0,SP Summons and Complaint - Non-payment of Rent,0,0,,,,,9/7/2021,Lawrence,MA,01842,non-payment
21H77SP002725,northeast,Northeast Housing Court - Salem,Pending,,,,,9/7/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/17/2021,Lynn,MA,01902,non-payment
21H77SP002726,northeast,Northeast Housing Court - Salem,Pending,,,,,9/7/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/17/2021,Lynn,MA,01902,non-payment
21H77SP002727,northeast,Northeast Housing Court,Pending,,,,,9/7/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/17/2021,Tyngsboro,MA,01879,non-payment
21H77SP002728,northeast,Northeast Housing Court,Pending,,,,,9/7/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,9/17/2021,North Billerica,MA,01862,cause
21H77SP002729,northeast,,Pending,,,,,9/7/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,9/10/2021,North Andover,MA,01845,cause
21H77SP002730,northeast,Northeast Housing Court - Salem,Pending,,,,,9/8/2021,0,1,0,1,Efiled SP Summons and Complaint - Non-payment of Rent,0,0,,,,,9/17/2021,Lynn,MA,01902,non-payment
21H77SP002731,northeast,Northeast Housing Court - Salem,R 41(a)(1) Voluntary Dismissal on 09/17/2021,9/17/2021,Dismissed,10,,9/7/2021,0,1,0,1,Efiled SP Summons and Complaint - Non-payment of Rent,0,0,,,plaintiff,,9/17/2021,Malden,MA,02148,non-payment
21H77SP002732,northeast,Northeast Housing Court - Salem,Pending,,,,,9/7/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/17/2021,Beverly,MA,01915,non-payment
21H77SP002733,northeast,Northeast Housing Court,Pending,,,,,9/7/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/17/2021,Billerica,MA,01821,non-payment
21H77SP002734,northeast,Northeast Housing Court,Pending,,,,,9/7/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/17/2021,Maynard,MA,01754,non-payment
21H77SP002735,northeast,,Pending,,,,,9/7/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/8/2021,Haverhill,MA,01832,non-payment
21H77SP002736,northeast,,Pending,,,,,9/7/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/8/2021,Lowell,MA,01852,non-payment
21H77SP002737,northeast,,Pending,,,,,9/7/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/8/2021,Lowell,MA,01852,non-payment
21H77SP002738,northeast,,Pending,,,,,9/7/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/8/2021,Andover,MA,01810,non-payment
21H77SP002739,northeast,,Pending,,,,,9/8/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,9/10/2021,Lawrence,MA,01841,no cause
21H77SP002740,northeast,,Pending,,,,,9/8/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,9/8/2021,Lawrence,MA,01841,no cause
21H77SP002741,northeast,,Pending,,,,,9/8/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/8/2021,Shirley,MA,01464,non-payment
21H77SP002742,northeast,,Pending,,,,,9/8/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/8/2021,Shirley,MA,01464,non-payment
21H77SP002743,northeast,Northeast Housing Court,Pending,,,,,9/7/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/17/2021,Haverhill,MA,01830,non-payment
