case_number,court_division,court_location,disposition,disposition_date,disposition_found,duration,execution,file_date,hasAttyD,hasAttyP,inhad,inhap,initiating_action,isEntityD,isEntityP,judgment,judgment_for,judgment_for_pdu,judgment_total,latest_docket_date,property_address_city,property_address_state,property_address_zip,reason
21H77SP002744,northeast,Northeast Housing Court,Pending,,,,,9/7/2021,0,0,0,0,SP Transfer - Non-payment of Rent,0,0,,,,,9/17/2021,Haverhill,MA,01830,non-payment
21H77SP002745,northeast,Northeast Housing Court - Salem,Pending,,,,,9/8/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,9/17/2021,Swampscott,MA,01907,no cause
21H77SP002746,northeast,,Pending,,,,,9/8/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,9/15/2021,Littleton,MA,01460,no cause
21H77SP002747,northeast,,Pending,,,,,9/9/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,9/9/2021,Townsend,MA,01469,cause
21H77SP002748,northeast,Northeast Housing Court - Salem,Pending,,,,,9/9/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,9/21/2021,Lexington,MA,02421,cause
21H77SP002749,northeast,,Pending,,,,,9/9/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,9/9/2021,Peabody,MA,01960,no cause
21H77SP002750,northeast,Northeast Housing Court,Pending,,,,,9/9/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/17/2021,Methuen,MA,01844,non-payment
21H77SP002751,northeast,Northeast Housing Court - Salem,Pending,,,,,9/9/2021,0,1,1,0,Efiled SP Summons and Complaint - No Cause,0,1,,,,,9/21/2021,Lynn,MA,01902,no cause
21H77SP002752,northeast,,Pending,,,,,9/9/2021,0,1,1,0,Efiled SP Summons and Complaint - No Cause,0,1,,,,,9/16/2021,Lowell,MA,01854,no cause
21H77SP002753,northeast,,Pending,,,,,9/10/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,9/10/2021,Beverly,MA,01915,no cause
21H77SP002754,northeast,,Pending,,,,,9/10/2021,0,1,1,0,Efiled SP Summons and Complaint - No Cause,0,1,,,,,9/10/2021,Lawrence,MA,01841,no cause
21H77SP002755,northeast,Northeast Housing Court,Pending,,,,,9/10/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,9/17/2021,Methuen,MA,01844,no cause
21H77SP002756,northeast,,Pending,,,,,9/9/2021,0,1,1,0,Efiled SP Summons and Complaint - No Cause,0,1,,,,,9/16/2021,Lowell,MA,01854,no cause
21H77SP002757,northeast,Northeast Housing Court,Pending,,,,,9/10/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/17/2021,Methuen,MA,01844,non-payment
21H77SP002758,northeast,Northeast Housing Court,Pending,,,,,9/10/2021,0,1,0,1,Efiled SP Summons and Complaint - Non-payment of Rent,0,0,,,,,9/17/2021,Lowell,MA,01854,non-payment
21H77SP002759,northeast,Northeast Housing Court,Pending,,,,,9/10/2021,0,1,0,1,Efiled SP Summons and Complaint - Non-payment of Rent,0,0,,,,,9/17/2021,Lowell,MA,01851,non-payment
21H77SP002760,northeast,Northeast Housing Court,Pending,,,,,9/10/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,9/17/2021,Lawrence,MA,01843,no cause
21H77SP002761,northeast,Northeast Housing Court - Salem,Pending,,,,,9/10/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,9/22/2021,Malden,MA,02148,no cause
21H77SP002762,northeast,Northeast Housing Court,Pending,,,,,9/10/2021,0,1,0,1,Efiled SP Summons and Complaint - Non-payment of Rent,0,0,,,,,9/17/2021,Lowell,MA,01851,non-payment
21H77SP002763,northeast,Northeast Housing Court,Pending,,,,,9/10/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,9/17/2021,North Andover,MA,01845,cause
21H77SP002764,northeast,Northeast Housing Court - Salem,R 41(a)(1) Voluntary Dismissal on 10/04/2021,10/4/2021,Dismissed,24,,9/10/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,plaintiff,,10/4/2021,Bedford,MA,01730,non-payment
21H77SP002765,northeast,Northeast Housing Court - Salem,Pending,,,,,9/10/2021,0,1,0,1,SP Transfer - Cause,0,0,,,,,9/30/2021,Peabody,MA,01960,cause
21H77SP002766,northeast,,Pending,,,,,9/10/2021,0,0,0,0,SP Transfer - Non-payment of Rent,0,0,,,,,9/10/2021,,,,non-payment
21H77SP002767,northeast,,Pending,,,,,9/10/2021,0,1,0,1,SP Transfer - Non-payment of Rent,0,0,,,,,9/13/2021,Newburyport,MA,01950,non-payment
21H77SP002768,northeast,Northeast Housing Court - Salem,Pending,,,,,9/10/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/22/2021,Swampscott,MA,01907,non-payment
21H77SP002769,northeast,,Pending,,,,,9/10/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,9/10/2021,Lawrence,MA,01840,no cause
21H77SP002770,northeast,Northeast Housing Court - Salem,Pending,,,,,9/10/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,10/1/2021,Salem,MA,01970,non-payment
21H77SP002771,northeast,Northeast Housing Court - Salem,Pending,,,,,9/9/2021,0,1,0,1,Efiled SP Summons and Complaint - Non-payment of Rent,0,0,,,,,10/1/2021,Nahant,MA,01908,non-payment
21H77SP002775,northeast,,Pending,,,,,9/10/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,9/13/2021,Haverhill,MA,01832,no cause
21H77SP002935,northeast,Northeast Housing Court,Pending,,,,,9/10/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,9/27/2021,Lowell,MA,01850,no cause
21H77SP003099,northeast,,Pending,,,,,9/7/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,10/5/2021,,,,non-payment
21H77SP002772,northeast,Northeast Housing Court,Pending,,,,,9/13/2021,0,0,0,0,SP Summons and Complaint - Non-payment of Rent,0,0,,,,,9/20/2021,Acton,MA,01720,non-payment
21H77SP002773,northeast,Northeast Housing Court - Salem,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,9/28/2021,Peabody,MA,01960,cause
21H77SP002774,northeast,Northeast Housing Court,Pending,,,,,9/13/2021,1,1,1,1,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/20/2021,Billerica,MA,01821,non-payment
21H77SP002776,northeast,Northeast Housing Court,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,9/20/2021,Lowell,MA,01852,cause
21H77SP002777,northeast,,R 41(a)(1) Voluntary Dismissal on 09/28/2021,9/28/2021,Dismissed,15,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,plaintiff,,9/28/2021,Salem,MA,01970,non-payment
21H77SP002778,northeast,Northeast Housing Court,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,9/20/2021,Andover,MA,01810,cause
21H77SP002779,northeast,Northeast Housing Court - Salem,Pending,,,,,9/13/2021,0,1,0,1,Efiled SP Summons and Complaint - Non-payment of Rent,0,0,,,,,9/28/2021,Malden,MA,02148,non-payment
21H77SP002780,northeast,Northeast Housing Court,Pending,,,,,9/13/2021,0,1,0,1,Efiled SP Summons and Complaint - Cause,0,0,,,,,9/22/2021,Lawrence,MA,01843,cause
21H77SP002781,northeast,Northeast Housing Court,Pending,,,,,9/13/2021,0,0,0,0,SP Summons and Complaint - Cause,0,0,,,,,9/20/2021,Dracut,MA,01826,cause
21H77SP002782,northeast,Northeast Housing Court,Pending,,,,,9/13/2021,0,0,0,0,SP Transfer - Cause,0,0,,,,,9/20/2021,Haverhill,MA,01830,cause
21H77SP002783,northeast,Northeast Housing Court - Salem,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/28/2021,Malden,MA,02148,non-payment
21H77SP002784,northeast,Northeast Housing Court - Salem,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/28/2021,Malden,MA,02148,non-payment
21H77SP002785,northeast,Northeast Housing Court,Pending,,,,,9/13/2021,0,1,0,1,Efiled SP Summons and Complaint - Cause,0,0,,,,,9/20/2021,Lawrence,MA,01841,cause
21H77SP002786,northeast,Northeast Housing Court,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - No Cause,0,1,,,,,9/22/2021,Lawrence,MA,01841,no cause
21H77SP002787,northeast,Northeast Housing Court,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - No Cause,0,1,,,,,9/20/2021,Tyngsboro,MA,01879,no cause
21H77SP002788,northeast,Northeast Housing Court,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - No Cause,0,1,,,,,9/20/2021,Lawrence,MA,01843,no cause
21H77SP002789,northeast,Northeast Housing Court - Salem,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,9/28/2021,Everett,MA,02149,cause
21H77SP002790,northeast,Northeast Housing Court - Salem,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,10/1/2021,Lynn,MA,01905,non-payment
21H77SP002791,northeast,Northeast Housing Court,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/22/2021,Lawrence,MA,01843,non-payment
21H77SP002792,northeast,Northeast Housing Court - Salem,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/28/2021,Lynn,MA,01902,non-payment
21H77SP002793,northeast,Northeast Housing Court - Salem,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/28/2021,Lynn,MA,01905,non-payment
21H77SP002794,northeast,Northeast Housing Court,Pending,,,,,9/13/2021,0,0,0,0,SP Transfer- No Cause,0,0,,,,,9/20/2021,Haverhill,MA,01832,no cause
21H77SP002795,northeast,Northeast Housing Court,Pending,,,,,9/13/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,9/20/2021,Dracut,MA,01826,no cause
21H77SP002796,northeast,Northeast Housing Court - Salem,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/28/2021,Lynn,MA,01902,non-payment
21H77SP002797,northeast,Northeast Housing Court - Salem,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/28/2021,Salem,MA,01970,non-payment
21H77SP002798,northeast,Northeast Housing Court - Salem,Pending,,,,,9/13/2021,0,1,0,1,SP Transfer- No Cause,0,0,,,,,10/4/2021,Salem,MA,01970,no cause
21H77SP002799,northeast,Northeast Housing Court,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/22/2021,Lawrence,MA,01843,non-payment
21H77SP002800,northeast,Northeast Housing Court,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/22/2021,Lawrence,MA,01843,non-payment
21H77SP002801,northeast,Northeast Housing Court,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/22/2021,Lawrence,MA,01843,non-payment
21H77SP002802,northeast,Northeast Housing Court,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,9/20/2021,North Chelmsford,MA,01863,cause
21H77SP002803,northeast,Northeast Housing Court,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/22/2021,Lawrence,MA,01843,non-payment
21H77SP002804,northeast,Northeast Housing Court,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,9/20/2021,Andover,MA,01810,cause
21H77SP002805,northeast,Northeast Housing Court - Salem,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/28/2021,Peabody,MA,01960,non-payment
21H77SP002806,northeast,Northeast Housing Court,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/22/2021,Lawrence,MA,01843,non-payment
21H77SP002807,northeast,Northeast Housing Court,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/22/2021,Lawrence,MA,01843,non-payment
21H77SP002808,northeast,Northeast Housing Court,Pending,,,,,9/13/2021,0,0,0,0,SP Summons and Complaint - Non-payment of Rent,0,0,,,,,9/20/2021,Lawrence,MA,01841,non-payment
21H77SP002809,northeast,Northeast Housing Court,Pending,,,,,9/13/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,9/20/2021,Methuen,MA,01844,no cause
21H77SP002810,northeast,Northeast Housing Court - Salem,R 41(a)(1) Voluntary Dismissal on 09/29/2021,9/29/2021,Dismissed,16,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,plaintiff,,9/30/2021,Lynn,MA,01902,non-payment
21H77SP002811,northeast,Northeast Housing Court - Salem,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/28/2021,Malden,MA,02148,non-payment
21H77SP002812,northeast,Northeast Housing Court - Salem,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,10/4/2021,Malden,MA,02148,non-payment
21H77SP002813,northeast,Northeast Housing Court - Salem,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/27/2021,Malden,MA,02148,non-payment
21H77SP002814,northeast,Northeast Housing Court - Salem,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/27/2021,Woburn,MA,01801,non-payment
21H77SP002815,northeast,Northeast Housing Court - Salem,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/28/2021,Woburn,MA,01801,non-payment
21H77SP002816,northeast,Northeast Housing Court - Salem,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/28/2021,Watertown,MA,02472,non-payment
21H77SP002817,northeast,Northeast Housing Court - Salem,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/28/2021,Peabody,MA,01960,non-payment
21H77SP002818,northeast,Northeast Housing Court - Salem,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/27/2021,Peabody,MA,01960,non-payment
21H77SP002819,northeast,Northeast Housing Court - Salem,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/27/2021,Danvers,MA,01923,non-payment
21H77SP002820,northeast,Northeast Housing Court - Salem,R 41(a)(1) Voluntary Dismissal on 09/29/2021,9/29/2021,Dismissed,16,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,plaintiff,,9/30/2021,Danvers,MA,01923,non-payment
21H77SP002821,northeast,Northeast Housing Court,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/20/2021,Haverhill,MA,01830,non-payment
21H77SP002822,northeast,Northeast Housing Court,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/20/2021,Methuen,MA,01844,non-payment
21H77SP002823,northeast,Northeast Housing Court,Pending,,,,,9/13/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/20/2021,Haverhill,MA,01830,non-payment
21H77SP002824,northeast,Northeast Housing Court,Pending,,,,,9/14/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,9/20/2021,Lowell,MA,01850,no cause
21H77SP002825,northeast,Northeast Housing Court,Pending,,,,,9/14/2021,0,0,0,0,SP Transfer - Non-payment of Rent,0,0,,,,,9/17/2021,Lowell,MA,01851,non-payment
21H77SP002826,northeast,Northeast Housing Court - Salem,Pending,,,,,9/14/2021,0,1,0,1,SP Transfer - Non-payment of Rent,0,0,,,,,9/27/2021,Wakefield,MA,01880,non-payment
21H77SP002827,northeast,Northeast Housing Court - Salem,Pending,,,,,9/15/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/27/2021,Reading,MA,01867,non-payment
21H77SP002828,northeast,Northeast Housing Court - Salem,Pending,,,,,9/14/2021,0,1,0,1,Efiled SP Summons and Complaint - Cause,0,0,,,,,9/27/2021,Malden,MA,02148,cause
21H77SP002829,northeast,Northeast Housing Court,Pending,,,,,9/15/2021,0,1,0,1,Efiled SP Summons and Complaint - Non-payment of Rent,0,0,,,,,9/20/2021,Townsend,MA,01469,non-payment
21H77SP002830,northeast,Northeast Housing Court,Pending,,,,,9/15/2021,0,1,0,1,Efiled SP Summons and Complaint - Cause,0,0,,,,,9/23/2021,Haverhill,MA,01830,cause
21H77SP002831,northeast,Northeast Housing Court - Salem,Pending,,,,,9/15/2021,0,1,0,1,Efiled SP Summons and Complaint - Cause,0,0,,,,,9/27/2021,Waltham,MA,02452,cause
21H77SP002832,northeast,Northeast Housing Court,Pending,,,,,9/15/2021,0,0,0,0,SP Summons and Complaint - Non-payment of Rent,0,0,,,,,9/17/2021,Lowell,MA,01850,non-payment
21H77SP002833,northeast,Northeast Housing Court - Salem,Pending,,,,,9/15/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,10/4/2021,Lynn,MA,01902,non-payment
21H77SP002834,northeast,Northeast Housing Court - Salem,Pending,,,,,9/15/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,10/4/2021,Everett,MA,02149,no cause
21H77SP002835,northeast,Northeast Housing Court - Salem,Pending,,,,,9/16/2021,0,0,0,0,Efiled SP Summons and Complaint - Cause,0,0,,,,,10/4/2021,Waltham,MA,02453,cause
21H77SP002836,northeast,Northeast Housing Court - Salem,Pending,,,,,9/16/2021,0,1,1,0,Efiled SP Summons and Complaint - No Cause,0,1,,,,,10/4/2021,Lynn,MA,01902,no cause
21H77SP002837,northeast,Northeast Housing Court,Pending,,,,,9/16/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/21/2021,Lowell,MA,01854,non-payment
21H77SP002838,northeast,Northeast Housing Court,R 41(a)(1) Voluntary Dismissal on 09/22/2021,9/22/2021,Dismissed,6,,9/16/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,plaintiff,,9/22/2021,Lowell,MA,01854,non-payment
21H77SP002839,northeast,Northeast Housing Court - Salem,Pending,,,,,9/16/2021,0,1,0,1,Efiled SP Summons and Complaint - Non-payment of Rent,0,0,,,,,10/5/2021,Marblehead,MA,01945,non-payment
21H77SP002840,northeast,Northeast Housing Court,Pending,,,,,9/16/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,9/21/2021,Andover,MA,01810,no cause
21H77SP002841,northeast,Northeast Housing Court,Pending,,,,,9/16/2021,0,0,0,0,SP Summons and Complaint - No Cause,0,0,,,,,9/22/2021,Lowell,MA,01850,no cause
21H77SP002842,northeast,Northeast Housing Court - Salem,Pending,,,,,9/17/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,10/5/2021,Melrose,MA,02176,non-payment
21H77SP002843,northeast,Northeast Housing Court - Salem,Pending,,,,,9/17/2021,0,1,0,1,Efiled SP Summons and Complaint - Cause,0,0,,,,,10/5/2021,Beverly,MA,01915,cause
21H77SP002844,northeast,Northeast Housing Court,Pending,,,,,9/17/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/22/2021,Lowell,MA,01852,non-payment
21H77SP002845,northeast,Northeast Housing Court - Salem,Pending,,,,,9/17/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,10/6/2021,Wilmington,MA,01887,non-payment
21H77SP002846,northeast,,R 41(a)(1) Voluntary Dismissal on 09/20/2021,9/20/2021,Dismissed,3,,9/17/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,plaintiff,,9/20/2021,Wilmington,MA,01887,non-payment
21H77SP002847,northeast,Northeast Housing Court - Salem,Pending,,,,,9/17/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,10/6/2021,Lynn,MA,01905,no cause
21H77SP002848,northeast,,Pending,,,,,9/17/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,9/20/2021,,,,cause
21H77SP002849,northeast,,Pending,,,,,9/17/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/21/2021,,,,non-payment
21H77SP002850,northeast,Northeast Housing Court - Salem,Pending,,,,,9/17/2021,0,1,1,0,SP Transfer- No Cause,0,1,,,,,10/6/2021,Lynn,MA,01905,no cause
21H77SP002851,northeast,Northeast Housing Court,Pending,,,,,9/17/2021,0,0,0,0,SP Summons and Complaint - Non-payment of Rent,0,0,,,,,9/22/2021,Lowell,MA,01854,non-payment
21H77SP002852,northeast,Northeast Housing Court,Pending,,,,,9/17/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,9/22/2021,Lowell,MA,01852,cause
21H77SP002853,northeast,,Pending,,,,,9/17/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/20/2021,,,,non-payment
21H77SP002854,northeast,,Pending,,,,,9/17/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/20/2021,,,,non-payment
21H77SP002855,northeast,,Pending,,,,,9/17/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/20/2021,,,,non-payment
21H77SP002856,northeast,,Pending,,,,,9/17/2021,0,1,0,1,Efiled SP Summons and Complaint - Non-payment of Rent,0,0,,,,,9/22/2021,,,,non-payment
21H77SP002857,northeast,,Pending,,,,,9/17/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,9/22/2021,,,,no cause
21H77SP002858,northeast,,Pending,,,,,9/17/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/20/2021,,,,non-payment
21H77SP002859,northeast,,Pending,,,,,9/17/2021,1,1,1,1,Efiled SP Summons and Complaint - No Cause,0,1,,,,,9/20/2021,,,,no cause
21H77SP002860,northeast,,Pending,,,,,9/17/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/21/2021,,,,non-payment
21H77SP002861,northeast,,Pending,,,,,9/17/2021,0,1,1,0,Efiled SP Summons and Complaint - Cause,0,1,,,,,9/20/2021,,,,cause
21H77SP002862,northeast,Northeast Housing Court,Pending,,,,,9/17/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/22/2021,Methuen,MA,01844,non-payment
21H77SP002863,northeast,Northeast Housing Court,Pending,,,,,9/17/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/22/2021,Tyngsboro,MA,01879,non-payment
21H77SP002864,northeast,Northeast Housing Court,Pending,,,,,9/17/2021,0,1,0,1,Efiled SP Summons and Complaint - No Cause,0,0,,,,,9/22/2021,Lowell,MA,01850,no cause
21H77SP002865,northeast,Northeast Housing Court,Pending,,,,,9/17/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,,,9/21/2021,Tyngsboro,MA,01879,non-payment
21H77SP002871,northeast,Northeast Housing Court,R 41(a)(1) Voluntary Dismissal on 09/23/2021,9/23/2021,Dismissed,6,,9/17/2021,0,1,1,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,1,,,plaintiff,,9/24/2021,Billerica,MA,01821,non-payment
21H77SP002893,northeast,,Pending,,,,,9/17/2021,0,0,0,0,Efiled SP Summons and Complaint - Non-payment of Rent,0,0,,,,,9/20/2021,Amesbury,MA,01913,non-payment
