"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Not Hispanic or Latino:","Margin of Error!!Total:!!Not Hispanic or Latino:","Estimate!!Total:!!Not Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!White alone","Estimate!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Not Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Not Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Estimate!!Total:!!Hispanic or Latino:","Margin of Error!!Total:!!Hispanic or Latino:","Estimate!!Total:!!Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Hispanic or Latino:!!White alone","Estimate!!Total:!!Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races"
"0600000US2501377890","West Springfield Town city, Hampden County, Massachusetts","28609","42","25579","522","22782","726","803","298","70","55","1158","511","0","23","15","24","751","249","44","59","707","247","3030","521","2124","470","113","114","21","40","0","23","0","23","618","296","154","102","108","80","46","69"
"0600000US2501379740","Wilbraham town, Hampden County, Massachusetts","14638","24","13222","490","12480","590","408","237","0","19","133","99","0","19","0","19","201","185","0","19","201","185","1416","489","1195","474","54","64","0","19","0","19","0","19","102","83","65","101","0","19","65","101"
"0600000US2501501325","Amherst town, Hampshire County, Massachusetts","39814","23","36838","327","27619","650","1976","529","87","47","5384","365","119","132","32","33","1621","502","107","91","1514","499","2976","327","1902","305","141","73","88","125","37","60","0","26","502","219","306","157","143","87","163","126"
"0600000US2501504825","Belchertown town, Hampshire County, Massachusetts","15005","20","14791","162","13793","394","83","78","0","19","654","345","0","19","39","46","222","187","0","19","222","187","214","166","214","166","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19"
"0600000US2501513590","Chesterfield town, Hampshire County, Massachusetts","1234","100","1202","99","1193","99","0","12","0","12","0","12","9","15","0","12","0","12","0","12","0","12","32","28","11","11","0","12","0","12","0","12","0","12","17","23","4","6","0","12","4","6"
"0600000US2501516040","Cummington town, Hampshire County, Massachusetts","845","100","831","99","815","97","0","12","0","12","5","7","0","12","0","12","11","12","0","12","11","12","14","13","14","13","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"0600000US2501519370","Easthampton Town city, Hampshire County, Massachusetts","15960","21","15237","400","14238","520","300","248","0","19","247","178","0","19","0","19","452","200","0","19","452","200","723","396","496","392","0","19","0","19","0","19","0","19","127","110","100","100","100","100","0","19"
"0600000US2501526290","Goshen town, Hampshire County, Massachusetts","913","156","861","147","861","147","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","52","49","49","48","0","12","0","12","0","12","0","12","3","5","0","12","0","12","0","12"
"0600000US2501526535","Granby town, Hampshire County, Massachusetts","6322","16","6074","205","5831","234","64","101","0","17","50","59","0","17","46","75","83","83","0","17","83","83","248","206","199","197","0","17","0","17","0","17","0","17","49","54","0","17","0","17","0","17"
"0600000US2501527690","Hadley town, Hampshire County, Massachusetts","5319","27","5195","85","4498","357","421","347","24","34","179","152","0","17","0","17","73","64","24","36","49","37","124","85","46","71","0","17","0","17","0","17","0","17","56","59","22","36","22","36","0","17"
"0600000US2501529265","Hatfield town, Hampshire County, Massachusetts","3274","21","3169","85","3125","90","13","18","0","12","9","16","0","12","9","13","13","18","0","12","13","18","105","82","43","35","0","12","22","30","0","12","0","12","40","59","0","12","0","12","0","12"
"0600000US2501531785","Huntington town, Hampshire County, Massachusetts","2058","164","2038","167","1969","166","16","23","10","12","0","12","0","12","5","8","38","36","0","12","38","36","20","24","7","12","0","12","0","12","0","12","0","12","13","21","0","12","0","12","0","12"
"0600000US2501540990","Middlefield town, Hampshire County, Massachusetts","408","86","408","86","385","79","0","12","13","22","5","5","0","12","0","12","5","7","0","12","5","7","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"0600000US2501546330","Northampton city, Hampshire County, Massachusetts","28516","31","26026","423","23447","519","602","171","36","25","932","194","0","23","12","16","997","278","19","22","978","278","2490","418","1789","428","13","19","7","16","16","25","10","16","464","176","191","145","144","136","47","31"
"0600000US2501552560","Pelham town, Hampshire County, Massachusetts","1283","113","1241","104","1148","91","56","53","2","3","12","15","0","12","0","12","23","31","0","12","23","31","42","43","42","43","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"0600000US2501554030","Plainfield town, Hampshire County, Massachusetts","661","95","635","99","609","100","2","4","2","3","15","14","0","12","0","12","7","7","0","12","7","7","26","17","11","8","0","12","0","12","0","12","0","12","6","8","9","9","0","12","9","9"
"0600000US2501562745","Southampton town, Hampshire County, Massachusetts","6144","33","6144","33","5875","198","25","37","0","17","143","148","0","17","0","17","101","107","0","17","101","107","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17"
"0600000US2501564145","South Hadley town, Hampshire County, Massachusetts","17703","38","16568","267","15007","406","310","113","8","16","765","199","0","19","34","43","444","156","0","19","444","156","1135","269","773","211","5","10","0","19","0","19","0","19","110","89","247","172","76","78","171","130"
"0600000US2501572880","Ware town, Hampshire County, Massachusetts","9801","33","9050","284","8752","311","131","78","0","17","22","35","0","17","0","17","145","95","0","17","145","95","751","283","628","263","0","17","0","17","0","17","0","17","30","34","93","86","19","31","74","82"
"0600000US2501576380","Westhampton town, Hampshire County, Massachusetts","1858","99","1824","97","1806","95","0","12","0","12","8","8","0","12","0","12","10","9","0","12","10","9","34","27","34","27","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"0600000US2501579915","Williamsburg town, Hampshire County, Massachusetts","2576","222","2525","216","2501","216","24","26","0","12","0","12","0","12","0","12","0","12","0","12","0","12","51","35","36","28","0","12","0","12","0","12","0","12","7","11","8","13","6","11","2","5"
"0600000US2501582175","Worthington town, Hampshire County, Massachusetts","1338","149","1328","147","1314","147","4","5","0","12","0","12","0","12","7","10","3","4","0","12","3","4","10","11","4","5","0","12","0","12","0","12","0","12","0","12","6","10","6","10","0","12"
"0600000US2501700380","Acton town, Middlesex County, Massachusetts","23627","27","22790","300","15628","571","324","221","26","38","6132","513","22","33","13","21","645","278","18","26","627","276","837","301","644","296","35","48","0","23","17","25","0","23","94","83","47","54","0","23","47","54"
"0600000US2501701605","Arlington town, Middlesex County, Massachusetts","45304","32","43078","516","34356","1046","1387","463","27","43","5567","757","0","26","92","75","1649","391","23","35","1626","391","2226","516","1734","495","16","18","18","28","0","26","0","26","392","206","66","54","35","36","31","36"
"0600000US2501701955","Ashby town, Middlesex County, Massachusetts","3220","25","3140","103","3068","119","7","10","4","7","23","25","0","12","0","12","38","59","0","12","38","59","80","100","64","99","7","10","0","12","0","12","0","12","9","14","0","12","0","12","0","12"
"0600000US2501702130","Ashland town, Middlesex County, Massachusetts","17710","24","16464","641","13801","676","367","192","38","42","1996","358","0","19","0","19","262","133","0","19","262","133","1246","640","825","432","30","36","0","19","0","19","0","19","309","339","82","98","23","38","59","91"
"0600000US2501703005","Ayer town, Middlesex County, Massachusetts","8106","25","7640","294","6679","356","349","244","23","34","287","117","0","17","0","17","302","116","0","17","302","116","466","291","458","290","0","17","0","17","0","17","0","17","8","20","0","17","0","17","0","17"
"0600000US2501704615","Bedford town, Middlesex County, Massachusetts","14142","41","13598","236","10492","551","565","388","25","30","2116","289","0","19","0","19","400","163","0","19","400","163","544","230","447","213","14","22","0","19","0","19","0","19","34","40","49","63","0","19","49","63"
"0600000US2501705070","Belmont town, Middlesex County, Massachusetts","26113","33","24982","274","19102","550","373","194","47","59","4479","456","0","23","65","67","916","200","0","23","916","200","1131","279","968","251","11","18","27","40","0","23","0","23","50","47","75","84","14","20","61","81"
"0600000US2501705805","Billerica town, Middlesex County, Massachusetts","43200","26","41241","574","35320","1043","2034","705","0","26","3075","717","47","63","141","137","624","263","182","195","442","173","1959","574","767","329","25","27","0","26","21","34","29","36","892","465","225","213","49","51","176","208"
"0600000US2501707350","Boxborough town, Middlesex County, Massachusetts","5561","20","5279","157","4080","291","41","35","0","17","1000","217","0","17","0","17","158","93","0","17","158","93","282","156","173","129","0","17","0","17","0","17","0","17","94","103","15","24","0","17","15","24"
"0600000US2501709840","Burlington town, Middlesex County, Massachusetts","27650","67","26805","381","19772","756","1250","352","48","79","4636","571","54","58","59","102","986","351","139","139","847","292","845","381","773","374","0","23","0","23","0","23","0","23","21","30","51","83","17","28","34","55"
"0600000US2501711000","Cambridge city, Middlesex County, Massachusetts","116632","59","105566","960","69795","1416","11576","966","145","93","19352","1048","116","95","423","164","4159","426","302","138","3857","433","11066","958","7316","773","936","316","47","39","69","55","11","17","1732","373","955","278","362","140","593","205"
"0600000US2501711525","Carlisle town, Middlesex County, Massachusetts","5224","18","5181","46","4487","169","0","17","0","17","595","139","0","17","0","17","99","79","33","56","66","50","43","40","30","33","0","17","0","17","0","17","0","17","13","20","0","17","0","17","0","17"
"0600000US2501713135","Chelmsford town, Middlesex County, Massachusetts","35126","41","33957","374","29915","536","309","164","0","26","3201","379","8","15","35","43","489","185","95","115","394","145","1169","371","709","291","1","5","15","21","26","31","0","26","258","177","160","96","104","83","56","53"
"0600000US2501715060","Concord town, Middlesex County, Massachusetts","19116","30","17740","286","15187","611","769","310","0","19","1414","435","0","19","0","19","370","182","24","82","346","161","1376","284","726","261","0","19","0","19","0","19","0","19","515","140","135","85","99","80","36","42"
"0600000US2501717475","Dracut town, Middlesex County, Massachusetts","31373","25","29304","458","26173","824","1228","617","0","26","1241","439","26","38","180","155","456","193","143","107","313","180","2069","457","1551","449","197","138","0","26","0","26","0","26","149","119","172","145","47","40","125","153"
"0600000US2501717825","Dunstable town, Middlesex County, Massachusetts","3366","20","3297","44","3118","85","0","12","0","12","136","84","0","12","0","12","43","48","0","12","43","48","69","41","65","39","0","12","0","12","0","12","0","12","4","6","0","12","0","12","0","12"
"0600000US2501721990","Everett city, Middlesex County, Massachusetts","46118","36","33089","1286","20125","1389","7625","966","10","15","3754","926","5","9","655","312","915","370","121","85","794","355","13029","1280","6537","1060","690","516","490","557","0","26","42","61","4019","1005","1251","568","168","134","1083","550"
"0600000US2501724960","Framingham city, Middlesex County, Massachusetts","72308","47","60660","1096","45534","1360","4504","791","258","218","5635","777","65","78","3049","1081","1615","432","297","142","1318","430","11648","1093","4720","781","784","327","100","171","63","79","0","29","5724","858","257","142","86","101","171","117"
"0600000US2501727480","Groton town, Middlesex County, Massachusetts","11313","28","11159","175","10298","379","17","25","0","19","408","225","0","19","14","21","422","209","28","42","394","211","154","168","125","163","10","23","0","19","0","19","0","19","0","19","19","30","0","19","19","30"
"0600000US2501730700","Holliston town, Middlesex County, Massachusetts","14724","40","14154","244","12863","343","134","95","0","19","809","170","0","19","31","41","317","173","57","62","260","169","570","243","505","245","39","67","0","19","0","19","0","19","5","10","21","33","0","19","21","33"
"0600000US2501731085","Hopkinton town, Middlesex County, Massachusetts","17598","30","17037","233","14358","446","321","207","22","31","2004","256","0","19","20","29","312","156","0","19","312","156","561","230","430","193","12","16","0","19","0","19","0","19","114","113","5","8","3","7","2","4"
"0600000US2501731540","Hudson town, Middlesex County, Massachusetts","19887","23","18728","374","17746","447","237","161","0","19","538","281","0","19","51","46","156","95","17","28","139","96","1159","378","961","358","0","19","0","19","0","19","0","19","198","177","0","19","0","19","0","19"
"0600000US2501735215","Lexington town, Middlesex County, Massachusetts","33340","35","32632","280","20888","548","390","222","9","15","10028","497","0","26","223","138","1094","285","39","38","1055","285","708","277","380","164","40","48","49","65","0","26","0","26","93","109","146","119","0","26","146","119"
"0600000US2501735425","Lincoln town, Middlesex County, Massachusetts","6830","23","6240","283","5558","335","57","60","0","17","432","189","0","17","8","12","185","108","0","17","185","108","590","284","499","268","39","61","0","17","0","17","0","17","0","17","52","62","12","31","40","57"
"0600000US2501735950","Littleton town, Middlesex County, Massachusetts","10071","23","9944","78","8965","346","62","49","0","19","597","287","0","19","35","40","285","141","29","30","256","139","127","72","116","68","0","19","8","14","0","19","0","19","3","8","0","19","0","19","0","19"
"0600000US2501737000","Lowell city, Middlesex County, Massachusetts","111306","61","91174","1273","54254","1824","8002","1190","699","247","25568","1364","113","107","580","320","1958","443","216","144","1742","394","20132","1281","13595","1264","932","278","155","145","79","69","52","72","4462","880","857","327","312","138","545","332"
"0600000US2501737875","Malden city, Middlesex County, Massachusetts","60984","33","55817","899","28672","1655","10849","1468","20","32","13696","1114","14","23","774","411","1792","642","208","234","1584","546","5167","900","3739","851","404","237","0","29","36","59","0","29","850","331","138","100","59","67","79","77"
"0600000US2501738715","Marlborough city, Middlesex County, Massachusetts","39736","24","33751","1066","27491","1258","1522","636","0","26","2169","433","0","26","1490","621","1079","323","364","198","715","298","5985","1066","2396","886","3","6","39","45","0","26","49","74","2936","1009","562","272","314","193","248","211"
"0600000US2501739625","Maynard town, Middlesex County, Massachusetts","10754","29","10388","220","9880","354","144","179","0","19","186","144","0","19","58","90","120","96","0","19","120","96","366","221","61","82","0","19","0","19","0","19","0","19","242","172","63","70","63","70","0","19"
"0600000US2501739835","Medford city, Middlesex County, Massachusetts","57637","67","53908","759","40981","1293","5263","889","27","48","5643","813","21","27","294","213","1679","390","173","98","1506","396","3729","750","2313","571","61","41","47","53","64","81","0","29","447","187","797","383","90","69","707","382"
"0600000US2501740115","Melrose city, Middlesex County, Massachusetts","28113","56","27227","374","24093","624","811","264","0","23","1736","443","0","23","0","23","587","244","11","20","576","237","886","374","693","340","0","23","0","23","0","23","0","23","98","78","95","97","27","39","68","91"
"0600000US2501743895","Natick town, Middlesex County, Massachusetts","36128","32","34663","505","28501","751","652","223","37","41","4642","515","3","6","125","81","703","216","192","199","511","155","1465","504","1056","377","25","43","0","26","19","31","0","26","336","283","29","30","0","26","29","30"
"0600000US2501745560","Newton city, Middlesex County, Massachusetts","88593","66","84243","625","65272","1215","2509","582","87","70","13151","795","8","14","435","195","2781","441","250","165","2531","417","4350","623","2636","448","114","70","20","29","0","29","0","29","1238","410","342","162","88","47","254","145"
"0600000US2501748955","North Reading town, Middlesex County, Massachusetts","15581","23","15262","166","13913","408","184","111","0","19","721","271","0","19","99","105","345","174","30","35","315","172","319","164","237","155","18","21","0","19","20","31","0","19","44","44","0","19","0","19","0","19"
"0600000US2501752805","Pepperell town, Middlesex County, Massachusetts","12105","24","11867","121","11261","264","96","81","0","19","274","162","0","19","33","54","203","108","0","19","203","108","238","115","202","105","0","19","0","19","0","19","0","19","22","24","14","23","14","23","0","19"
"0600000US2501756130","Reading town, Middlesex County, Massachusetts","25132","21","24371","361","22891","470","107","86","6","9","1112","198","0","23","76","83","179","113","0","23","179","113","761","362","409","193","0","23","0","23","0","23","0","23","211","152","141","153","88","129","53","81"
"0600000US2501761380","Sherborn town, Middlesex County, Massachusetts","4316","24","4222","76","3779","134","28","27","0","12","267","54","0","12","11","17","137","89","0","12","137","89","94","73","63","53","0","12","0","12","0","12","0","12","14","22","17","26","17","26","0","12"
"0600000US2501761590","Shirley town, Middlesex County, Massachusetts","7633","20","6884","182","5716","422","644","269","0","17","308","271","0","17","0","17","216","154","0","17","216","154","749","180","209","167","2","5","0","17","0","17","0","17","515","103","23","22","17","19","6","9"
"0600000US2501762535","Somerville city, Middlesex County, Massachusetts","80906","47","70911","1266","55183","1314","4534","720","112","81","8246","930","5","8","714","324","2117","493","92","86","2025","492","9995","1260","6113","1152","451","325","47","87","57","52","0","29","2003","690","1324","644","193","115","1131","675"
"0600000US2501767665","Stoneham town, Middlesex County, Massachusetts","23223","27","22449","231","20357","522","653","353","0","23","1040","339","0","23","135","130","264","104","26","41","238","107","774","232","628","208","43","47","0","23","0","23","0","23","103","98","0","23","0","23","0","23"
"0600000US2501768050","Stow town, Middlesex County, Massachusetts","7133","27","6929","175","6307","289","1","2","0","17","250","91","0","17","211","179","160","94","54","63","106","69","204","174","203","174","0","17","0","17","0","17","0","17","1","3","0","17","0","17","0","17"
"0600000US2501768260","Sudbury town, Middlesex County, Massachusetts","19122","25","18640","210","15779","441","326","279","7","11","1937","273","0","19","0","19","591","242","0","19","591","242","482","211","426","200","21","37","0","19","0","19","0","19","23","30","12","18","12","18","0","19"
"0600000US2501769415","Tewksbury town, Middlesex County, Massachusetts","31098","31","30408","299","28021","651","638","353","6","9","1102","311","0","26","123","118","518","271","10","17","508","270","690","298","512","239","99","139","0","26","0","26","0","26","78","90","1","6","1","6","0","26"
"0600000US2501770360","Townsend town, Middlesex County, Massachusetts","9473","55","9170","199","8938","252","46","43","0","17","125","80","0","17","47","46","14","22","0","17","14","22","303","194","250","177","37","56","0","17","0","17","0","17","1","3","15","23","0","17","15","23"
"0600000US2501771025","Tyngsborough town, Middlesex County, Massachusetts","12364","23","11808","452","10332","588","111","110","0","19","1035","300","0","19","19","29","311","234","0","19","311","234","556","452","501","444","0","19","0","19","0","19","0","19","55","87","0","19","0","19","0","19"
"0600000US2501772215","Wakefield town, Middlesex County, Massachusetts","26993","25","26061","400","24563","591","457","369","6","13","647","228","0","23","30","35","358","174","10","16","348","172","932","400","635","260","16","24","9","16","0","23","0","23","272","339","0","23","0","23","0","23"
"0600000US2501772600","Waltham city, Middlesex County, Massachusetts","62777","52","54241","1244","41364","1369","4205","881","141","111","7309","832","0","29","58","44","1164","262","70","61","1094","251","8536","1248","3782","790","245","206","126","126","12","18","0","29","3133","863","1238","581","276","186","962","583"
"0600000US2501773440","Watertown Town city, Middlesex County, Massachusetts","35401","35","32129","628","27055","824","536","212","15","23","3497","533","0","26","286","321","740","272","153","153","587","213","3272","630","2248","636","41","49","81","130","0","26","0","26","760","486","142","151","0","26","142","151"
"0600000US2501773790","Wayland town, Middlesex County, Massachusetts","13802","35","13139","325","10993","355","97","100","0","19","1585","204","35","47","50","49","379","189","0","19","379","189","663","326","588","309","0","19","0","19","0","19","0","19","18","20","57","64","0","19","57","64"
"0600000US2501776135","Westford town, Middlesex County, Massachusetts","24342","42","23973","198","18523","525","196","238","22","35","4828","487","0","23","0","23","404","179","0","23","404","179","369","192","345","188","13","20","0","23","0","23","0","23","11","17","0","23","0","23","0","23"
"0600000US2501777255","Weston town, Middlesex County, Massachusetts","12112","25","11655","233","9251","417","210","158","0","19","1567","282","0","19","175","167","452","261","62","108","390","226","457","234","298","211","15","33","18","28","0","19","0","19","102","99","24","28","0","19","24","28"
"0600000US2501780230","Wilmington town, Middlesex County, Massachusetts","23377","45","23145","217","20338","662","949","542","0","23","1448","289","0","23","24","38","386","204","102","101","284","170","232","212","76","62","0","23","0","23","0","23","10","18","146","209","0","23","0","23","0","23"
"0600000US2501780510","Winchester town, Middlesex County, Massachusetts","22738","35","22257","157","18071","491","64","40","0","23","3310","434","0","23","269","197","543","169","16","26","527","168","481","156","328","134","0","23","0","23","13","20","7","11","57","43","76","61","14","21","62","58"
"0600000US2501781035","Woburn city, Middlesex County, Massachusetts","40304","29","38465","536","31195","994","2193","787","0","26","3555","687","0","26","627","448","895","280","140","86","755","275","1839","530","924","356","204","191","0","26","0","26","0","26","567","353","144","146","21","35","123","139"
"0600000US2501900000","County subdivisions not defined, Nantucket County, Massachusetts","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"0600000US2501943790","Nantucket town, Nantucket County, Massachusetts","11168","*****","10703","328","9513","431","736","332","32","35","71","52","7","14","0","19","344","192","88","101","256","164","465","328","235","208","135","173","0","19","0","19","0","19","95","116","0","19","0","19","0","19"
"0600000US2502102935","Avon town, Norfolk County, Massachusetts","4500","20","4310","119","3224","225","820","155","16","27","120","98","0","12","40","46","90","90","9","14","81","86","190","120","87","89","0","12","0","12","0","12","0","12","102","88","1","3","0","12","1","3"
"0600000US2502104930","Bellingham town, Norfolk County, Massachusetts","17108","29","16428","407","15643","475","290","191","0","19","248","135","0","19","12","19","235","146","38","61","197","134","680","399","471","348","29","48","0","19","0","19","0","19","180","208","0","19","0","19","0","19"
"0600000US2502107740","Braintree Town city, Norfolk County, Massachusetts","37220","49","36443","344","29552","696","993","425","42","69","5149","463","0","26","152","143","555","215","0","26","555","215","777","340","461","283","110","123","21","33","0","26","0","26","133","122","52","67","33","48","19","30"
"0600000US2502109175","Brookline town, Norfolk County, Massachusetts","59180","48","55168","656","40268","1038","1746","463","28","38","10258","921","13","19","218","118","2637","506","181","128","2456","463","4012","646","2330","497","177","104","76","79","0","29","0","29","1052","434","377","211","105","73","272","197"
"0600000US2502111315","Canton town, Norfolk County, Massachusetts","23369","66","22415","333","18912","593","1223","394","83","117","1661","285","0","23","236","194","300","177","12","21","288","174","954","338","484","187","2","4","14","20","18","30","14","21","337","270","85","65","17","26","68","59"
"0600000US2502114640","Cohasset town, Norfolk County, Massachusetts","8484","22","8365","110","8095","205","51","66","12","18","85","89","21","39","33","40","68","61","0","17","68","61","119","111","95","106","6","15","0","17","0","17","0","17","0","17","18","29","0","17","18","29"
"0600000US2502116495","Dedham town, Norfolk County, Massachusetts","25283","53","23074","426","19935","624","1727","384","21","22","689","222","8","14","175","165","519","306","229","281","290","113","2209","421","1379","330","357","160","7","13","0","23","7","10","350","175","109","107","77","104","32","29"
"0600000US2502117405","Dover town, Norfolk County, Massachusetts","6044","25","5856","144","5124","241","0","17","0","17","611","120","0","17","0","17","121","116","0","17","121","116","188","148","168","150","0","17","0","17","20","32","0","17","0","17","0","17","0","17","0","17"
"0600000US2502124820","Foxborough town, Norfolk County, Massachusetts","17727","28","16785","491","14848","667","1010","459","0","19","624","263","0","19","12","19","291","162","37","58","254","167","942","494","519","346","49","60","0","19","0","19","0","19","55","63","319","346","58","85","261","341"
"0600000US2502125172","Franklin Town city, Norfolk County, Massachusetts","33256","36","32725","232","29664","585","301","145","0","26","1915","318","5","11","43","59","797","400","28","31","769","406","531","232","466","218","4","9","0","26","0","26","0","26","31","37","30","42","0","26","30","42"
"0600000US2502130455","Holbrook town, Norfolk County, Massachusetts","11045","24","10321","401","7963","631","1733","892","0","19","385","242","0","19","23","46","217","156","12","23","205","156","724","402","365","199","122","135","0","19","0","19","0","19","70","96","167","191","167","191","0","19"
"0600000US2502139765","Medfield town, Norfolk County, Massachusetts","12841","35","12583","140","11693","334","110","101","0","19","619","295","0","19","0","19","161","126","0","19","161","126","258","137","258","137","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19"
"0600000US2502139975","Medway town, Norfolk County, Massachusetts","13325","20","12985","263","11999","468","362","274","4","8","317","173","0","19","22","29","281","177","40","48","241","174","340","264","109","121","13","16","0","19","0","19","0","19","12","16","206","228","186","222","20","29"
"0600000US2502141515","Millis town, Norfolk County, Massachusetts","8233","23","8045","157","7650","319","187","261","0","17","127","111","0","17","62","75","19","31","0","17","19","31","188","148","44","69","0","17","0","17","0","17","0","17","144","133","0","17","0","17","0","17"
"0600000US2502141690","Milton town, Norfolk County, Massachusetts","27572","34","26690","278","19779","589","4116","443","98","106","1795","371","27","35","87","84","788","317","28","26","760","311","882","278","374","172","45","58","0","23","35","64","0","23","254","231","174","118","55","44","119","98"
"0600000US2502144105","Needham town, Norfolk County, Massachusetts","30970","35","29971","312","25595","659","881","396","22","37","2738","404","0","26","0","26","735","259","76","90","659","227","999","305","815","289","10","17","0","26","19","32","0","26","140","117","15","21","8","16","7","14"
"0600000US2502146050","Norfolk town, Norfolk County, Massachusetts","11786","19","10892","263","9811","333","732","163","25","28","146","98","0","19","16","17","162","97","16","16","146","97","894","264","353","131","145","86","0","19","0","19","0","19","352","145","44","42","44","42","0","19"
"0600000US2502150250","Norwood town, Norfolk County, Massachusetts","29306","31","27322","522","23574","768","1670","409","0","23","1581","360","0","23","91","75","406","145","6","10","400","145","1984","520","1153","383","426","360","0","23","0","23","0","23","318","154","87","65","34","34","53","51"
"0600000US2502154100","Plainville town, Norfolk County, Massachusetts","9183","32","8769","465","8075","531","111","122","0","17","375","203","0","17","132","205","76","57","0","17","76","57","414","467","80","76","334","434","0","17","0","17","0","17","0","17","0","17","0","17","0","17"
"0600000US2502155745","Quincy city, Norfolk County, Massachusetts","94207","50","91299","611","55540","1314","4689","675","108","111","28532","1220","146","143","634","289","1650","390","97","114","1553","369","2908","610","2041","550","146","151","14","24","70","64","0","29","508","204","129","122","48","52","81","102"
"0600000US2502156000","Randolph Town city, Norfolk County, Massachusetts","34064","38","31054","675","10005","589","14890","873","27","42","4472","663","12","29","857","487","791","388","137","112","654","357","3010","676","929","296","339","199","0","26","38","59","0","26","1388","644","316","187","41","65","275","178"
"0600000US2502160785","Sharon town, Norfolk County, Massachusetts","18526","34","17521","506","13545","577","490","351","18","30","3103","302","0","19","94","83","271","213","16","26","255","213","1005","502","696","435","0","19","0","19","0","19","0","19","265","264","44","65","5","9","39","64"
"0600000US2502167945","Stoughton town, Norfolk County, Massachusetts","28639","41","27548","359","20472","754","4230","589","116","133","1439","342","0","23","384","226","907","318","147","192","760","278","1091","362","515","234","64","51","0","23","0","23","0","23","421","230","91","104","0","23","91","104"
